combined_rank,division_rank,first_name,last_name,alias,region,division,conservative_rating,mu,sigma,ordinal,matches_played,percentage_of_best
5765,1183,Emil,U,,SWE,Production Optics,1.8,24.35,26.8,-56.04,2,2.45
5766,462,Peter,Rask,,SWE,Pistol Caliber Carbine,1.8,24.61,27.11,-56.71,2,2.94
5767,2210,Arvid,Hel,,SWE,Production,1.8,25.41,28.05,-58.75,1,3.04
5768,2211,Hans-Erik,Sjöholm,theydrew1stblood,SWE,Production,1.8,25.04,27.62,-57.82,3,3.04
5769,2212,Oscar,Höglund,,SWE,Production,1.8,24.38,26.83,-56.11,2,3.04
5770,463,Jim,Lidman,jimbob33,SWE,Pistol Caliber Carbine,1.8,24.97,27.54,-57.64,1,2.93
5771,2213,David,Hanson,,SWE,Production,1.8,20.58,22.32,-46.38,7,3.04
5772,1100,Thomas,Berg,,SWE,Standard,1.8,24.56,27.05,-56.59,2,3.93
5773,1101,Mikael,Tunell,,SWE,Standard,1.79,24.27,26.7,-55.84,2,3.93
5774,2214,Hama,Al-Shakrchi,,SWE,Production,1.79,24.61,27.11,-56.73,2,3.03
5775,2215,Anders,Carlander,,SWE,Production,1.79,24.06,26.46,-55.32,4,3.03
5776,2216,Jonnie,Nilsson,nilsson,SWE,Production,1.79,22.52,24.63,-51.37,4,3.03
5777,2217,Johann,Ramsauer,ramsauer,SWE,Production,1.79,24.98,27.55,-57.68,2,3.03
5778,587,Herr,Larsson,,SWE,Open,1.79,24.8,27.34,-57.21,1,2.07
5779,1184,Dan,Nordin,,SWE,Production Optics,1.79,23.65,25.97,-54.27,2,2.44
5780,464,Daniel,Saxin,,SWE,Pistol Caliber Carbine,1.79,24.43,26.9,-56.26,1,2.92
5781,588,Rocco,Biasi,,SWE,Open,1.79,25.05,27.64,-57.87,1,2.07
5782,2218,Thomas,Lundgren,tompa21,SWE,Production,1.79,25.97,28.73,-60.23,6,3.03
5783,174,Ola,Axelsson,,SWE,Classic,1.79,25.07,27.66,-57.92,1,6.05
5784,175,Mikael,Johansson,fafnir,SWE,Classic,1.79,24.88,27.44,-57.45,2,6.04
5785,465,Jacob,Packendorff,,SWE,Pistol Caliber Carbine,1.78,25.27,27.91,-58.45,1,2.91
5786,1102,Rikard,Andersson,,SWE,Standard,1.78,24.26,26.71,-55.86,2,3.9
5787,2219,Kimmo,Vehkalahti,,SWE,Production,1.78,25.57,28.27,-59.23,1,3.02
5788,2220,Peter,Hammarstedt,,SWE,Production,1.78,25.07,27.66,-57.93,2,3.02
5789,1103,Jonas,Mannela,,SWE,Standard,1.78,24.62,27.14,-56.79,2,3.9
5790,2221,Jakob,Meeker,,SWE,Production,1.78,25.34,27.99,-58.64,1,3.02
5791,589,Linus,W,dirren,SWE,Open,1.78,25.3,27.95,-58.54,1,2.06
5792,2222,Anton,Lönnebo,antlon,SWE,Production,1.78,24.69,27.22,-56.96,2,3.01
5793,2223,Mathias,Johnson,mjohnson,SWE,Production,1.78,24.02,26.43,-55.26,2,3.01
5794,1185,Marcus,Lydén,,SWE,Production Optics,1.78,25.0,27.59,-57.77,1,2.43
5795,590,Robin,Hennix,,SWE,Open,1.78,25.2,27.83,-58.28,1,2.06
5796,1104,Olof,Ålander,,SWE,Standard,1.78,25.35,28.0,-58.67,1,3.89
5797,2224,Johan,Bär,,SWE,Production,1.78,24.64,27.16,-56.85,2,3.01
5798,2225,Tony,NotKnown,klintan,SWE,Production,1.78,24.95,27.54,-57.66,1,3.01
5799,466,Hakan,Larsson,vpgr,SWE,Pistol Caliber Carbine,1.78,25.38,28.05,-58.76,1,2.9
5800,591,Henrik,Sandsten,,SWE,Open,1.78,25.44,28.12,-58.91,1,2.05
5801,2226,Christoffer,Magnedal,,SWE,Production,1.78,25.44,28.12,-58.91,1,3.01
5802,2227,Niklas,Dahlgren,,SWE,Production,1.77,25.23,27.86,-58.37,1,3.0
5803,592,Andreas,Ege,karutchi,SWE,Open,1.77,25.5,28.19,-59.06,1,2.05
5804,1186,Glen,Johansson,,SWE,Production Optics,1.77,24.01,26.43,-55.26,2,2.42
5805,2228,Dragan,Vojnovic,dragan,SWE,Production,1.77,25.42,28.09,-58.87,1,3.0
5806,1187,Kevin,Perback,,SWE,Production Optics,1.77,25.04,27.65,-57.91,1,2.42
5807,1105,Andreas,Karlfeldt,addearko,SWE,Standard,1.77,24.07,26.5,-55.42,2,3.88
5808,1188,Pär,Halldén,hallden,SWE,Production Optics,1.77,23.8,26.17,-54.71,2,2.42
5809,2229,Joakim,Wesster,,SWE,Production,1.77,23.65,26.0,-54.34,4,3.0
5810,1106,Mikael,Roxengård,roxen,SWE,Standard,1.77,25.33,27.99,-58.65,1,3.87
5811,1107,Peter,Nordgren,,SWE,Standard,1.77,24.7,27.24,-57.03,2,3.87
5812,593,Adam,Lindholm,adaml,SWE,Open,1.77,25.96,28.75,-60.28,1,2.05
5813,2230,Andreas,Björklund,bjorklund77,SWE,Production,1.77,24.32,26.8,-56.08,2,2.99
5814,1189,Johan,Söderberg,jso,SWE,Production Optics,1.77,25.2,27.84,-58.32,1,2.41
5815,2231,Robin,NotKnown,,SWE,Production,1.77,25.23,27.88,-58.4,1,2.99
5816,1190,Carl-Johan,Kjellander,,SWE,Production Optics,1.77,24.07,26.5,-55.43,2,2.41
5817,2232,Pontus,Westerman,,SWE,Production,1.77,25.18,27.82,-58.29,1,2.99
5818,467,Serk,E,,SWE,Pistol Caliber Carbine,1.77,24.57,27.1,-56.72,2,2.88
5819,2233,Viktor,Carlson,,SWE,Production,1.77,24.8,27.36,-57.3,2,2.99
5820,2234,David,Gustafsson,,SWE,Production,1.76,24.15,26.59,-55.64,2,2.99
5821,1108,Marcus,Hultgren,,SWE,Standard,1.76,24.81,27.38,-57.34,1,3.86
5822,1191,Daniel,Saxin,,SWE,Production Optics,1.76,24.96,27.57,-57.74,1,2.4
5823,2235,Henrik,Johansson,,SWE,Production,1.76,24.64,27.18,-56.9,2,2.98
5824,1192,Micke,Tilja,,SWE,Production Optics,1.76,24.37,26.86,-56.21,1,2.4
5825,2236,Hoang,Kieu,,SWE,Production,1.76,25.32,28.0,-58.67,1,2.98
5826,1193,Elias,Lindén,,SWE,Production Optics,1.76,25.33,28.0,-58.68,1,2.4
5827,2237,Marcus CF.,Tinnerholm,tinnman,SWE,Production,1.76,24.03,26.46,-55.35,6,2.98
5828,1109,Tomasz,Albjär,,SWE,Standard,1.76,23.88,26.29,-54.98,2,3.85
5829,1110,Stefan,NotKnown,stefans,SWE,Standard,1.76,21.18,23.08,-48.06,6,3.85
5830,468,Ulf,Bjelkengren,uffeb,SWE,Pistol Caliber Carbine,1.76,24.53,27.06,-56.65,1,2.87
5831,2238,Mats,Lisstrand,,SWE,Production,1.76,23.44,25.77,-53.86,4,2.97
5832,2239,Håkan,Schwartz,,SWE,Production,1.76,24.44,26.96,-56.42,2,2.97
5833,469,Martin,Eriksson,,SWE,Pistol Caliber Carbine,1.75,24.88,27.48,-57.56,1,2.86
5834,470,Robin,Hallberg,lowrob,SWE,Pistol Caliber Carbine,1.75,24.84,27.44,-57.46,1,2.86
5835,2240,Alexander,Sigfridsson,,SWE,Production,1.75,25.03,27.65,-57.94,2,2.97
5836,1111,Jimmy,Johansson,,SWE,Standard,1.75,22.08,24.16,-50.39,4,3.83
5837,2241,Miklan,,,SWE,Production,1.75,23.51,25.86,-54.06,3,2.96
5838,55,Niklas,Lindholm,trajja,SWE,Revolver,1.75,25.1,27.75,-58.15,1,9.29
5839,1194,Olle,Roman,,SWE,Production Optics,1.75,24.41,26.93,-56.38,2,2.38
5840,2242,Rasmus,J,,SWE,Production,1.75,24.84,27.45,-57.49,1,2.96
5841,2243,Tomas,Hägg,,SWE,Production,1.74,24.53,27.08,-56.7,5,2.95
5842,471,Hartvig,J,hartvig,SWE,Pistol Caliber Carbine,1.74,25.5,28.23,-59.18,1,2.85
5843,176,Tomme,Tott,tomme,SWE,Classic,1.74,23.51,25.87,-54.09,2,5.9
5844,2244,Melwin,Eriksson,melwin,SWE,Production,1.74,25.54,28.28,-59.29,1,2.95
5845,594,Miranda,Bjurshagen,,SWE,Open,1.74,25.12,27.77,-58.21,1,2.02
5846,1112,David,Ulfsbo,ulfsbo,SWE,Standard,1.74,24.05,26.51,-55.47,3,3.82
5847,1195,Pontus,Johansson,,SWE,Production Optics,1.74,26.07,28.9,-60.64,1,2.37
5848,2245,Robert,Korosec,,SWE,Production,1.74,24.99,27.62,-57.88,1,2.95
5849,1196,Pontus,Höglund,,SWE,Production Optics,1.74,24.78,27.38,-57.36,1,2.37
5850,1113,Jon,Johansson,ninpo,SWE,Standard,1.74,24.47,27.01,-56.56,4,3.81
5851,1197,Jonathan,Strandberg,,SWE,Production Optics,1.74,24.98,27.61,-57.86,1,2.37
5852,1114,Marcus,Dahl,mackan,SWE,Standard,1.74,24.33,26.84,-56.2,2,3.8
5853,595,Edward,Fenn,edfe,SWE,Open,1.73,25.47,28.2,-59.13,1,2.01
5854,2246,Jens,Söderman,,SWE,Production,1.73,25.53,28.27,-59.29,1,2.94
5855,2247,Patrik,Lundell,,SWE,Production,1.73,24.35,26.87,-56.27,2,2.93
5856,2248,Sebastian,Silfverberg,,SWE,Production,1.73,24.23,26.73,-55.96,3,2.93
5857,1115,Leif,Hagberg,vsop,SWE,Standard,1.73,24.48,27.03,-56.6,4,3.79
5858,2249,Erik,Kjerf,,SWE,Production,1.73,24.45,26.99,-56.52,2,2.93
5859,1198,Anel,Bronja,,SWE,Production Optics,1.73,24.97,27.62,-57.89,1,2.35
5860,2250,Rickard,Walén,,SWE,Production,1.73,25.35,28.07,-58.87,1,2.92
5861,2251,Markus,Markström,,SWE,Production,1.73,23.59,25.98,-54.35,2,2.92
5862,1199,Fredrik,Ekenborg,,SWE,Production Optics,1.73,25.17,27.86,-58.4,1,2.35
5863,177,Christian,Rönnlöf,,SWE,Classic,1.73,23.82,26.25,-54.94,3,5.83
5864,1116,Joachim,Péru,peru,SWE,Standard,1.72,23.62,26.02,-54.44,6,3.77
5865,2252,Ali,Adel,adelius,SWE,Production,1.72,25.28,27.99,-58.7,1,2.92
5866,2253,Nicklas,Altin,,SWE,Production,1.72,24.35,26.88,-56.3,2,2.92
5867,2254,Henrik,Spong,,SWE,Production,1.72,25.1,27.78,-58.24,2,2.91
5868,178,Dennis,Husell,,SWE,Classic,1.72,24.68,27.28,-57.17,3,5.82
5869,2255,Christopher,Skytt,,SWE,Production,1.72,25.19,27.89,-58.47,1,2.91
5870,596,Aleksander,NotKnown,alex76,SWE,Open,1.72,24.19,26.69,-55.89,3,1.99
5871,472,Fredrik,Pejlert,fpt,SWE,Pistol Caliber Carbine,1.72,25.01,27.68,-58.02,1,2.8
5872,473,Viktor,Graan,,SWE,Pistol Caliber Carbine,1.72,25.35,28.08,-58.88,1,2.8
5873,1117,Magnus,Wiklund,piraten,SWE,Standard,1.72,24.8,27.42,-57.47,1,3.76
5874,1200,Hannes,L,,SWE,Production Optics,1.72,25.01,27.68,-58.02,1,2.34
5875,2256,Karl,Lindeberg,,SWE,Production,1.72,22.95,25.23,-52.73,3,2.91
5876,1118,Stefan,Halvarsson,halvarsson,SWE,Standard,1.71,24.75,27.37,-57.37,3,3.75
5877,597,Markus,Dannberg,bula,SWE,Open,1.71,22.18,24.32,-50.78,5,1.98
5878,1201,Johan,Wrisemo,,SWE,Production Optics,1.71,25.21,27.92,-58.55,1,2.34
5879,1202,Tomas,Johansson,,SWE,Production Optics,1.71,23.74,26.17,-54.77,3,2.33
5880,2257,Marcus,Agbrant,,SWE,Production,1.71,23.82,26.27,-55.0,2,2.9
5881,2258,Stefan,Krol,,SWE,Production,1.71,22.29,24.46,-51.08,5,2.9
5882,598,Håkan,Myrsell,,SWE,Open,1.71,25.08,27.77,-58.23,1,1.98
5883,2259,Jesper,Martinsson,,SWE,Production,1.71,24.29,26.83,-56.2,2,2.89
5884,599,Peter,Björnstedt,peterb,SWE,Open,1.71,23.04,25.35,-53.01,5,1.97
5885,2260,Niklas,Engström,,SWE,Production,1.71,24.69,27.31,-57.23,1,2.89
5886,1203,Heyes,Jemide,,SWE,Production Optics,1.7,24.7,27.32,-57.26,2,2.32
5887,1119,Joel,Backlund,jbacklund,SWE,Standard,1.7,23.97,26.45,-55.39,2,3.73
5888,2261,Mattias,Nilsson,,SWE,Production,1.7,23.38,25.76,-53.89,3,2.88
5889,1120,Kent,Stangvik,nordicraven,SWE,Standard,1.7,25.9,28.76,-60.36,1,3.73
5890,1121,Tomas,Hedström,mrhedan,SWE,Standard,1.7,24.76,27.39,-57.42,2,3.73
5891,2262,Mattias,Andersen,autokefal,SWE,Production,1.7,24.66,27.28,-57.18,2,2.88
5892,1204,Sebastian,Penell,penell,SWE,Production Optics,1.7,24.73,27.36,-57.36,2,2.32
5893,2263,Pavel,Koubek,,SWE,Production,1.7,23.39,25.77,-53.91,2,2.88
5894,1205,Tomme,Tott,tomme,SWE,Production Optics,1.7,25.54,28.32,-59.43,1,2.32
5895,2264,Roger,Damberg,,SWE,Production,1.7,24.7,27.32,-57.27,2,2.88
5896,474,Daniel,Ramnefors,,SWE,Pistol Caliber Carbine,1.7,24.89,27.55,-57.77,1,2.77
5897,2265,Beatrice,Strindlund,,SWE,Production,1.7,24.42,26.99,-56.56,2,2.88
5898,1122,Thomas,Berglöf,theriggjunior,SWE,Standard,1.7,24.18,26.72,-55.97,2,3.72
5899,475,Ellis,Tica,tank,SWE,Pistol Caliber Carbine,1.7,23.49,25.9,-54.2,2,2.77
5900,2266,Mikael,H,,SWE,Production,1.7,24.69,27.32,-57.26,2,2.87
5901,1206,Viktor,Risendal,,SWE,Production Optics,1.7,24.53,27.13,-56.87,2,2.31
5902,476,Mats,V,wibbe,SWE,Pistol Caliber Carbine,1.69,25.42,28.19,-59.15,1,2.76
5903,2267,Nicklas,Berg,,SWE,Production,1.69,23.68,26.13,-54.7,2,2.87
5904,600,Olof,Larsson,,SWE,Open,1.69,24.98,27.67,-58.04,1,1.96
5905,1123,Morgan,Lindholm,lindholm,SWE,Standard,1.69,25.12,27.84,-58.4,2,3.7
5906,2268,Ivar,Edfeldt,revolverivar,SWE,Production,1.69,23.26,25.63,-53.63,4,2.86
5907,2269,Linus,Swälas,,SWE,Production,1.69,25.34,28.11,-58.98,1,2.86
5908,1124,Daniel,Karlfeldt,danielk,SWE,Standard,1.69,24.1,26.64,-55.81,2,3.69
5909,2270,Hugo,Brisman,,SWE,Production,1.69,22.33,24.53,-51.25,5,2.85
5910,477,David,Treiberg,dow,SWE,Pistol Caliber Carbine,1.69,24.34,26.92,-56.41,1,2.75
5911,1125,Joel,Svensson,joels,SWE,Standard,1.68,25.85,28.71,-60.28,1,3.69
5912,1207,Kim,Dagerud,,SWE,Production Optics,1.68,24.95,27.65,-57.99,1,2.3
5913,2271,Thomas,Gärdh,,SWE,Production,1.68,23.9,26.4,-55.29,2,2.85
5914,2272,Mats,Westman,w3stman,SWE,Production,1.68,23.81,26.29,-55.06,4,2.85
5915,1126,Nic,Ramstedt,nic4victory,SWE,Standard,1.68,23.98,26.49,-55.5,3,3.69
5916,2273,Jonas,R Sthlm,,SWE,Production,1.68,24.94,27.63,-57.96,2,2.85
5917,1127,Roger,Engström,slomo,SWE,Standard,1.68,24.77,27.44,-57.54,5,3.68
5918,1208,Linn,Heed,,SWE,Production Optics,1.68,23.97,26.49,-55.49,2,2.29
5919,478,Jonny,Karke,,SWE,Pistol Caliber Carbine,1.68,25.2,27.94,-58.63,1,2.74
5920,1128,C-J,Karlsson,cjk,SWE,Standard,1.68,23.55,25.99,-54.42,2,3.68
5921,2274,Per,Wiklander,,SWE,Production,1.68,23.71,26.17,-54.81,8,2.84
5922,1209,Carl-Johan,Nilsson,,SWE,Production Optics,1.68,24.94,27.64,-57.98,1,2.29
5923,2275,Elias,Storm,,SWE,Production,1.68,21.03,22.99,-47.95,5,2.84
5924,2276,Rickard,Alsén,,SWE,Production,1.68,25.53,28.35,-59.5,1,2.84
5925,1210,Jonas,Arnesson,,SWE,Production Optics,1.68,24.84,27.53,-57.74,1,2.29
5926,479,Mikael,Jonsson,,SWE,Pistol Caliber Carbine,1.68,23.67,26.13,-54.73,2,2.74
5927,1211,Joakim,Andersson,cayna,SWE,Production Optics,1.68,24.75,27.41,-57.48,1,2.29
5928,2277,Mats,Olsson,,SWE,Production,1.68,23.87,26.37,-55.23,2,2.84
5929,2278,Anton,Karlsson,,SWE,Production,1.67,24.53,27.15,-56.94,2,2.84
5930,2279,Magnus,Jakobsson,,SWE,Production,1.67,22.95,25.28,-52.89,3,2.83
5931,2280,Joakim,Wittikko,,SWE,Production,1.67,24.53,27.15,-56.93,2,2.83
5932,2281,Erik,Waern,waern,SWE,Production,1.67,24.65,27.3,-57.24,1,2.83
5933,1129,Josef,Yousefian,,SWE,Standard,1.67,25.27,28.03,-58.83,2,3.66
5934,2282,Emil,Åsberg,,SWE,Production,1.67,24.94,27.64,-57.98,1,2.83
5935,2283,Kristofer,Larsen,bruno02,SWE,Production,1.67,24.81,27.49,-57.67,1,2.83
5936,1212,Henrik,Von Klopp,,SWE,Production Optics,1.67,25.27,28.05,-58.86,1,2.28
5937,1130,Kristian,Gustafsson,,SWE,Standard,1.67,24.52,27.15,-56.94,2,3.66
5938,1131,Jonne,Gullstrand,,SWE,Standard,1.67,23.72,26.21,-54.89,2,3.65
5939,601,Håkan,Danielsson,,SWE,Open,1.67,24.93,27.63,-57.97,1,1.93
5940,2284,Anton,Fulltorp,,SWE,Production,1.67,25.18,27.94,-58.63,1,2.82
5941,2285,Andreas,Jonsson,antejons,SWE,Production,1.67,24.6,27.25,-57.15,2,2.82
5942,2286,Niclas,Drottler,drottler,SWE,Production,1.67,23.82,26.33,-55.16,4,2.82
5943,602,Jan Oskar,Granath,,SWE,Open,1.67,25.17,27.93,-58.62,1,1.93
5944,1213,Robin,Östman,wox,SWE,Production Optics,1.67,25.17,27.93,-58.61,1,2.27
5945,2287,Rasmus,Lundqvist,,SWE,Production,1.67,25.17,27.92,-58.61,1,2.82
5946,1132,Anneli,Spuhr,250yp,SWE,Standard,1.66,24.36,26.97,-56.54,2,3.64
5947,2288,Jonas,Holmgren,,SWE,Production,1.66,25.05,27.78,-58.31,1,2.82
5948,1214,Tim,Törngård,,SWE,Production Optics,1.66,25.02,27.75,-58.24,1,2.27
5949,480,Rickard,Lennkvist,,SWE,Pistol Caliber Carbine,1.66,24.99,27.72,-58.17,1,2.71
5950,179,Dennis,Andersson,dempa,SWE,Classic,1.66,24.57,27.22,-57.1,2,5.62
5951,603,Patrik,Spett,,SWE,Open,1.66,24.62,27.28,-57.21,1,1.92
5952,1133,Tommy,Wikström,tommyn8or,SWE,Standard,1.66,25.35,28.15,-59.1,1,3.64
5953,1134,Jyri,Viuhko,rimbuster,SWE,Standard,1.66,23.91,26.43,-55.39,5,3.64
5954,481,Carl-Filip,Björk,kalle,SWE,Pistol Caliber Carbine,1.66,24.46,27.09,-56.81,1,2.71
5955,180,Dan,Söderström,scorpion,SWE,Classic,1.66,25.25,28.03,-58.84,1,5.61
5956,2289,Daniel,Öberg,,SWE,Production,1.66,25.46,28.28,-59.37,1,2.81
5957,2290,Mattias,Högström,mattias,SWE,Production,1.66,25.0,27.73,-58.2,2,2.81
5958,1135,Axel,Rönquist,axelr,SWE,Standard,1.66,25.67,28.53,-59.92,1,3.63
5959,2291,Viktor,Andersson,,SWE,Production,1.66,23.44,25.88,-54.2,5,2.8
5960,2292,Pelle,Röjfors,badbingo,SWE,Production,1.66,24.5,27.14,-56.92,2,2.8
5961,2293,Tobias,Lindgren,,SWE,Production,1.65,24.48,27.12,-56.89,2,2.8
5962,2294,Andreas,Andersson,,SWE,Production,1.65,23.99,26.54,-55.62,2,2.8
5963,482,Daniel,Persson,,SWE,Pistol Caliber Carbine,1.65,24.67,27.35,-57.37,1,2.7
5964,1136,Henrik,Wirén,,SWE,Standard,1.65,25.16,27.93,-58.62,1,3.62
5965,604,Fredrik,Lindén,tacbeardedman,SWE,Open,1.65,27.43,30.63,-64.46,1,1.91
5966,2295,Henrik,Sjöholm,,SWE,Production,1.65,25.34,28.14,-59.09,1,2.8
5967,483,Noa,Hummelgård,hummla,SWE,Pistol Caliber Carbine,1.65,24.82,27.53,-57.77,1,2.69
5968,1137,Måns,Pihlquist,echo01,SWE,Standard,1.65,25.06,27.81,-58.37,1,3.61
5969,2296,Dennis,Andersson,,SWE,Production,1.65,25.22,28.0,-58.79,2,2.79
5970,2297,Erik,Månsson,,SWE,Production,1.65,24.79,27.49,-57.69,1,2.79
5971,605,Johann,Ramsauer,ramsauer,SWE,Open,1.65,24.53,27.19,-57.03,2,1.91
5972,2298,Per-Ola,Johansson,perola,SWE,Production,1.65,25.07,27.83,-58.43,1,2.79
5973,2299,Jeanette,Anjestål,sigrmist,SWE,Production,1.64,23.09,25.48,-53.36,3,2.78
5974,181,Kristoffer,Sixten,,SWE,Classic,1.64,24.96,27.71,-58.16,1,5.56
5975,1138,William,Parhammar,thelaw,SWE,Standard,1.64,24.0,26.56,-55.68,2,3.6
5976,1215,Jonas,Holm,,SWE,Production Optics,1.64,24.76,27.46,-57.63,1,2.24
5977,1216,Robin,Hennix,,SWE,Production Optics,1.64,23.74,26.26,-55.03,2,2.24
5978,2300,Jani,Kääriä,,SWE,Production,1.64,24.82,27.54,-57.8,1,2.78
5979,1217,Joakim,Bengtson,,SWE,Production Optics,1.64,25.29,28.1,-59.01,1,2.24
5980,1139,Sören,Lindkvist,,SWE,Standard,1.64,23.7,26.21,-54.94,4,3.6
5981,2301,Mikael,Sundén,,SWE,Production,1.64,24.28,26.9,-56.41,2,2.78
5982,2302,Alex,Tiger,,SWE,Production,1.64,25.3,28.11,-59.02,1,2.78
5983,606,Andy,Persson,,SWE,Open,1.64,25.25,28.05,-58.89,1,1.9
5984,2303,Lars,Björnberg,,SWE,Production,1.64,25.05,27.82,-58.4,1,2.78
5985,2304,Andreas,Håkansson,hakis,SWE,Production,1.64,19.6,21.34,-44.43,8,2.78
5986,1218,Mathias,Dagerhed,,SWE,Production Optics,1.64,23.54,26.03,-54.54,2,2.24
5987,1140,Thim,Staflund,,SWE,Standard,1.64,24.74,27.44,-57.59,1,3.59
5988,2305,Niklas,Ahonen,,SWE,Production,1.64,24.35,26.98,-56.6,2,2.77
5989,484,Andreas,Hein,,SWE,Pistol Caliber Carbine,1.64,25.48,28.33,-59.51,1,2.67
5990,1141,Tony,Köhrsen,,SWE,Standard,1.64,24.75,27.46,-57.64,1,3.59
5991,2306,Farouk Marc,Medina,marcsman,SWE,Production,1.64,24.91,27.66,-58.06,2,2.77
5992,1142,Jonaz,Carlson,jayc,SWE,Standard,1.64,24.9,27.64,-58.02,2,3.58
5993,1219,Thomas,A,farbrorbarbro,SWE,Production Optics,1.64,24.71,27.42,-57.55,1,2.23
5994,1143,Kim,Skogström,,SWE,Standard,1.63,24.26,26.89,-56.4,2,3.57
5995,485,Jan,Mattsson,janm,SWE,Pistol Caliber Carbine,1.63,24.88,27.62,-57.99,1,2.66
5996,486,Per,Mellström,mellstrom,SWE,Pistol Caliber Carbine,1.63,24.82,27.55,-57.84,1,2.66
5997,2307,Christoffer,Guldbrand,,SWE,Production,1.63,23.87,26.43,-55.42,2,2.76
5998,2308,Nicklas,Fredriksson,,SWE,Production,1.63,24.66,27.37,-57.44,2,2.76
5999,1220,Joakim,Svahn,,SWE,Production Optics,1.63,24.87,27.61,-57.96,1,2.22
6000,2309,Rikard,Johansson,,SWE,Production,1.63,24.97,27.74,-58.24,2,2.76
6001,487,Jim,Nordlund,,SWE,Pistol Caliber Carbine,1.63,25.33,28.16,-59.14,1,2.66
6002,488,Robert,Holmgren,,SWE,Pistol Caliber Carbine,1.63,25.1,27.89,-58.58,1,2.66
6003,1221,Håkan,Adriansson,,SWE,Production Optics,1.63,25.02,27.8,-58.37,1,2.22
6004,2310,Kastriot,Rahmani,,SWE,Production,1.63,24.44,27.1,-56.87,2,2.75
6005,1222,Mattias,Nyström,shortcut,SWE,Production Optics,1.62,24.64,27.35,-57.41,1,2.21
6006,1144,Alaa,Sepphan,,SWE,Standard,1.62,24.29,26.93,-56.51,2,3.55
6007,2311,Frej,Östlund,,SWE,Production,1.62,24.79,27.52,-57.78,1,2.75
6008,1223,Georgi,Stojanovski,,SWE,Production Optics,1.62,25.36,28.21,-59.26,1,2.21
6009,489,Daniel,Gulle,gulle,SWE,Pistol Caliber Carbine,1.62,24.61,27.32,-57.34,1,2.65
6010,1145,Johan,Hållkvist,,SWE,Standard,1.62,25.23,28.05,-58.93,1,3.55
6011,1146,Alexander,Hagman,,SWE,Standard,1.62,23.26,25.72,-53.88,3,3.54
6012,1147,Anna,Johansson,anna,SWE,Standard,1.62,23.85,26.41,-55.39,2,3.54
6013,490,Stefan,Grahn,mccoy,SWE,Pistol Caliber Carbine,1.62,24.84,27.59,-57.93,1,2.64
6014,1224,Anna,Erholm,,SWE,Production Optics,1.62,25.42,28.28,-59.43,1,2.2
6015,2312,Robin,Persson,78rope22,SWE,Production,1.62,24.2,26.84,-56.31,1,2.74
6016,2313,Fredrik,Vasara,oakstream,SWE,Production,1.62,25.07,27.86,-58.53,1,2.74
6017,1148,Jan,Frid,,SWE,Standard,1.61,24.18,26.82,-56.27,2,3.53
6018,2314,Peter,Andersen,,SWE,Production,1.61,25.22,28.05,-58.92,1,2.73
6019,607,Christian,Woronin,,SWE,Open,1.61,24.72,27.46,-57.65,2,1.86
6020,608,Bengt,Alverborg,,SWE,Open,1.61,24.94,27.72,-58.21,1,1.86
6021,2315,JM,Bergqvist,,SWE,Production,1.61,24.58,27.29,-57.3,2,2.72
6022,1149,Per,Jonasson,,SWE,Standard,1.61,22.81,25.2,-52.77,4,3.52
6023,1225,Timm,Vahamaki,ivegtwoastring,SWE,Production Optics,1.61,24.94,27.72,-58.23,1,2.19
6024,2316,John,Joelsson,,SWE,Production,1.61,24.74,27.49,-57.73,2,2.72
6025,491,Malik,Thor,malle,SWE,Pistol Caliber Carbine,1.61,24.45,27.15,-56.99,1,2.62
6026,1150,Tobias,Söderberg,,SWE,Standard,1.6,24.99,27.79,-58.37,1,3.51
6027,1226,Ivan,Ponomarev,,SWE,Production Optics,1.6,24.91,27.69,-58.17,1,2.19
6028,2317,Emil,Wester,,SWE,Production,1.6,24.65,27.38,-57.49,3,2.72
6029,609,Christian,Forslind,celcius,SWE,Open,1.6,25.1,27.92,-58.65,1,1.85
6030,2318,Kristoffer,Norderheim,,SWE,Production,1.6,24.87,27.64,-58.06,1,2.71
6031,2319,Mikael,Gilli,ljustern,SWE,Production,1.6,23.49,26.01,-54.54,5,2.71
6032,2320,Peter,Lorefält,,SWE,Production,1.6,25.11,27.94,-58.7,1,2.71
6033,1227,Johannes,Baroshe,,SWE,Production Optics,1.6,25.08,27.89,-58.61,1,2.18
6034,1151,Anders,Johansson,,SWE,Standard,1.6,25.18,28.02,-58.87,1,3.5
6035,2321,Erik,Bonnedahl,,SWE,Production,1.6,25.21,28.06,-58.97,1,2.71
6036,1228,Onur,Demirtas,,SWE,Production Optics,1.6,25.31,28.17,-59.21,1,2.18
6037,2322,Fredrik,S,axiom,SWE,Production,1.6,25.47,28.36,-59.62,1,2.7
6038,610,Rasmus,Jägbrant,,SWE,Open,1.6,24.7,27.45,-57.65,1,1.85
6039,1152,Lars,Ljung,,SWE,Standard,1.59,25.05,27.87,-58.56,1,3.49
6040,492,Håkan,Spuhr,customluger,SWE,Pistol Caliber Carbine,1.59,25.27,28.13,-59.12,1,2.6
6041,1153,Kenny,Karlsson,,SWE,Standard,1.59,25.03,27.84,-58.5,1,3.49
6042,2323,Paul,Wagenius,,SWE,Production,1.59,24.7,27.45,-57.66,2,2.7
